0,0,1
0,10,1
0,20,1
0,30,1
0,40,1
0,50,1
0,60,1
0,70,2
0,80,2
0,90,2
0,100,2
10,0,1
10,10,1
10,20,1
10,30,1
10,40,1
10,50,1
10,60,2
10,70,2
10,80,2
10,90,2
10,100,2
20,0,1
20,10,1
20,20,1
20,30,1
20,40,1
20,50,1
20,60,2
20,70,2
20,80,2
20,90,2
20,100,2
30,0,1
30,10,1
30,20,1
30,30,1
30,40,1
30,50,2
30,60,2
30,70,2
30,80,2
30,90,2
30,100,2
40,0,1
40,10,1
40,20,1
40,30,1
40,40,1
40,50,2
40,60,2
40,70,2
40,80,2
40,90,2
40,100,2
50,0,3
50,10,3
50,20,3
50,30,3
50,40,3
50,50,2
50,60,2
50,70,2
50,80,2
50,90,2
50,100,2
60,0,3
60,10,3
60,20,3
60,30,3
60,40,3
60,50,3
60,60,2
60,70,2
60,80,2
60,90,2
60,100,2
70,0,3
70,10,3
70,20,3
70,30,3
70,40,3
70,50,3
70,60,2
70,70,2
70,80,2
70,90,2
70,100,2
80,0,3
80,10,3
80,20,3
80,30,3
80,40,3
80,50,3
80,60,3
80,70,2
80,80,2
80,90,2
80,100,2
90,0,3
90,10,3
90,20,3
90,30,3
90,40,3
90,50,3
90,60,3
90,70,2
90,80,2
90,90,2
90,100,2
100,0,3
100,10,3
100,20,3
100,30,3
100,40,3
100,50,3
100,60,3
100,70,3
100,80,2
100,90,2
100,100,2
